valence,year,acousticness,artists_combined,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,artist_count,artist_1,genre,anomaly
0.188,1988,0.977,['Public Enemy'],0.22,100533,0.509,1,48vNAy7OBkQMflPODOzLF7,0.0658,3,0.972,-17.333,0,Countdown To Armageddon,28,6/28/1988,0.0623,105.207,1,Public Enemy,East Coast hip hop,-1
0.0583,1989,0.904,['Peter Gabriel'],0.126,91960,0.0513,0,3XoxOg3PasTT0m067gtaP1,0.84,3,0.166,-27.163,0,In Doubt,25,6/5/1989,0.0402,176.98,1,Peter Gabriel,art rock,-1
0.038,1989,6.02e-06,['Bolt Thrower'],0.183,294600,0.99,0,2UnDZRV3PKN1Fa6q9lQOV8,0.744,11,0.0524,-6.715,0,World Eater,30,1/1/1989,0.191,82.537,1,Bolt Thrower,death-doom,-1
0.401,1990,0.826,['George Carlin'],0.519,287867,0.642,1,1i5kfP8O16EjvbsKXmJ8RQ,0.0,7,0.946,-15.185,1,Offensive Language,28,11/20/1990,0.894,109.43,1,George Carlin,character comedy,-1
0.0663,1990,0.795,['Nusrat Fateh Ali Khan'],0.171,238000,0.00372,0,55agfs0AP02LB7TUx4vxc8,0.96,8,0.0879,-32.128,1,Sea of Vapours,38,1/1/1990,0.057,116.854,1,Nusrat Fateh Ali Khan,classical,-1
0.542,1990,0.744,['George Carlin'],0.624,445067,0.69,1,5lWN28ah6ibcCTyc7RQTuO,0.0,1,0.791,-13.651,1,Feminist Blowjob,27,11/20/1990,0.947,85.129,1,George Carlin,character comedy,-1
0.316,1993,0.000225,['Van Halen'],0.163,292107,0.938,0,5EwwRbSyH5iL84MfuBn8Ci,0.545,2,0.995,-7.181,1,Judgement Day - Live,35,2/23/1993,0.0748,198.173,1,Van Halen,heavy metal,-1
0.248,1993,0.354,['Van Halen'],0.241,697533,0.604,0,0OXjHxbrmrkpvqudvzWlDR,0.865,9,0.887,-17.086,1,316 - Live,32,2/23/1993,0.0909,122.395,1,Van Halen,heavy metal,-1
0.919,1995,0.688,['Mobb Deep'],0.623,132627,0.207,1,41sW9ZPxYJCUj0Bw0jfJTT,0.0,10,0.581,-21.814,1,(The Infamous Prelude),38,4/25/1995,0.87,104.068,1,Mobb Deep,gangsta rap,-1
0.25,1997,0.602,['Insane Clown Posse'],0.587,297507,0.81,1,7lhP0vWeI5WFVf0ojd1ktc,1.7e-06,10,0.919,-5.943,0,Hellalujah,33,1/1/1997,0.466,98.747,1,Insane Clown Posse,Hip hop,-1
0.155,1998,0.00376,['Widespread Panic'],0.259,457560,0.942,0,0ZdEbHXX0kQmS9pnxgeB86,0.567,0,0.763,-7.963,1,Porch Song,32,1/1/1998,0.0813,104.631,1,Widespread Panic,blues rock,-1
0.0749,1999,0.5,['Moby'],0.252,309674,0.364,0,2kHEVqNRNSfwAE5HGGi4IL,0.974,2,0.621,-11.373,1,Memory Gospel (B-Sides),34,5/17/1999,0.0277,96.579,1,Moby,trip hop,-1
0.531,1999,0.269,['The Notorious B.I.G.'],0.732,228667,0.922,1,0r84JvUwU5LQ8iwIhXLNgR,0.0,10,0.914,-3.403,0,Niggas - 2005 Remaster,41,1/1/1999,0.502,93.784,1,The Notorious B.I.G.,Hip hop,-1
0.692,2000,0.0287,"['Nelly', 'St. Lunatics']",0.887,327267,0.554,1,5wnFU6UbMvNzNNKxQIWt3b,1.48e-06,2,0.977,-6.17,1,Steal The Show,35,6/27/2000,0.358,90.84,2,Nelly,Hip hop,-1
0.3,2001,6.68e-05,['Opeth'],0.251,555933,0.866,0,294Qb8EGfUjmZhaxROiLiV,0.657,9,0.6,-4.899,0,Bleak,38,2/27/2001,0.0737,94.98,1,Opeth,work=AllMusic,-1
0.142,2001,0.000333,['Opeth'],0.111,728333,0.856,0,4ghtc1qkwPW5CIjYrac1MJ,0.269,9,0.193,-6.716,1,Blackwater Park,38,2/27/2001,0.0793,80.065,1,Opeth,work=AllMusic,-1
0.0378,2002,0.696,['Queens of the Stone Age'],0.335,91947,0.0464,0,0Fl6Pl6w89IL1FWt8Uvg01,0.96,1,0.209,-35.71,1,The Real Song For The Deaf,36,1/1/2002,0.0693,60.069,1,Queens of the Stone Age,stoner rock,-1
0.0,2002,0.0,['Boards of Canada'],0.0,106480,0.0,0,10fcilqlC68N33eWF3rHa1,0.0,0,0.0,-60.0,0,Magic Window,37,2/19/2002,0.0,0.0,1,Boards of Canada,Electronic,-1
0.0341,2003,0.971,['Ennio Morricone'],0.0718,251653,0.0468,0,36ibflVOLrLTvFdtdeKbCd,0.909,4,0.0916,-22.929,1,Once upon a time in America (Deborah's Theme),41,1/1/2003,0.0441,78.421,1,Ennio Morricone,classical,-1
0.862,2003,0.461,['Immortal Technique'],0.746,318507,0.87,1,6fZaPdmxn2NfrO5LnZjwE1,0.0,6,0.577,-7.134,1,The 4th Branch,39,11/18/2003,0.341,75.861,1,Immortal Technique,Hip hop,-1
0.447,2003,0.0355,['The White Stripes'],0.191,108400,0.99,0,52vZfFJ4ZKLDabaTAH242l,0.575,9,0.0679,-4.086,1,Hypnotize,41,4/1/2003,0.53,184.103,1,The White Stripes,blues rock,-1
0.253,2008,0.815,['George Carlin'],0.62,156693,0.688,1,16MS3yh0e9AaKh7XQdaw6g,0.0,6,0.489,-12.144,1,Things We Say When People Die,41,4/1/2008,0.945,113.564,1,George Carlin,character comedy,-1
0.608,2009,0.896,['John Mulaney'],0.472,202240,0.837,0,4mrWEXIu1zLFlCQeipfCxF,0.0,1,0.876,-6.949,0,Drag Queens and Goth People,41,3/24/2009,0.92,58.794,1,John Mulaney,sketch comedy,-1
0.599,2009,0.874,['John Mulaney'],0.528,182000,0.863,0,7GoN10tu2DaLTimhQosBts,0.0,11,0.719,-5.989,0,Chase Through the Subway,41,3/24/2009,0.916,74.061,1,John Mulaney,sketch comedy,-1
0.536,2009,0.888,['John Mulaney'],0.511,251707,0.692,0,0DiVdH5f2xh63dlmIjC4cy,0.0,4,0.798,-7.04,1,Math and King Solomon,41,3/24/2009,0.935,61.362,1,John Mulaney,sketch comedy,-1
0.16,2010,0.582,['The Glitch Mob'],0.415,346267,0.528,0,4q1q6kCMwDf5YUsOkTPBLE,0.906,9,0.498,-12.208,1,"Starve The Ego, Feed The Soul",44,6/8/2010,0.158,79.911,1,The Glitch Mob,Glitch,-1
0.354,2011,0.788,['Patton Oswalt'],0.653,220987,0.944,1,6yjoLviIwT6onwNdzCQrm7,0.0,9,0.957,-4.52,1,The Parking Ticket,43,9/19/2011,0.891,115.911,1,Patton Oswalt,black comedy,-1
0.38,2012,0.743,['John Mulaney'],0.504,227413,0.884,1,0Nvu0LhApVvQiEIhIFhaQj,0.0,2,0.758,-6.899,0,Special Victims And Ice-T,44,1/31/2012,0.95,72.773,1,John Mulaney,sketch comedy,-1
0.0269,2013,0.979,['Jeremy Soule'],0.0746,364426,0.0749,0,5qjqvjJQ15sH6dIgXUzg5I,0.959,9,0.0744,-26.766,1,Masser,50,1/31/2013,0.0477,80.398,1,Jeremy Soule,classical,-1
0.038,2013,0.95,['Jeremy Soule'],0.125,249903,0.085,0,5OEXISM55Inhcs4Ea29Iej,0.958,3,0.0915,-25.433,1,Journey's End,50,1/31/2013,0.0405,71.455,1,Jeremy Soule,classical,-1
0.0327,2013,0.989,['Jeremy Soule'],0.0594,209104,0.0356,0,5ZTOYmie4S8M0mdpQyxptN,0.946,10,0.0896,-27.535,1,The White River,50,1/31/2013,0.0456,61.901,1,Jeremy Soule,classical,-1
0.163,2016,0.0915,"['21 Savage', 'Metro Boomin']",0.87,185467,0.225,1,5V57eUQoTrMCZqonhzi8B9,0.69,0,0.197,-10.915,0,Real Nigga,55,7/15/2016,0.362,155.97,2,21 Savage,Hip hop,-1
0.813,2020,0.461,"['Anderson .Paak', 'Rick Ross']",0.744,177040,0.777,1,68wXv4DokvcOVNvuJ7FbWp,0.0,0,0.767,-5.577,1,CUT EM IN (feat. Rick Ross),67,8/14/2020,0.353,158.052,2,Anderson .Paak,Hip hop,-1
